	age	household_position	household_size	prev_residence_place	citizenship	country_birth	edu_level	economic_status	cur_eco_activity	Marital_status
22999	4	1110	114	1	1	1	2	111	132	1
23000	11	1122	113	1	1	1	5	111	135	2
23001	9	1121	112	1	1	1	2	111	131	2
23002	8	1132	114	1	1	1	3	111	132	4
23003	8	1140	112	1	1	1	5	111	135	1
23004	7	1122	113	1	1	1	5	111	135	2
23005	4	1110	125	1	1	1	3	112	135	1
23006	8	1131	112	1	1	1	3	111	138	1
23007	11	1122	113	1	1	1	2	111	131	2
23008	9	1122	114	1	1	1	3	111	138	2
23009	11	1121	112	1	1	1	2	111	139	2
23010	9	1132	113	1	1	1	5	111	138	4
23011	11	1121	112	1	1	1	3	111	136	2
23012	8	1220	112	1	1	1	3	111	133	1
23013	7	1121	112	1	1	1	5	111	134	2
23014	4	1110	114	1	1	1	2	111	131	1
23015	9	1122	114	1	1	1	3	120	132	2
23016	10	1122	125	1	1	1	3	111	131	2
23017	6	1131	112	1	1	1	5	111	138	1
23018	9	1122	113	1	1	1	3	111	136	2
23019	11	1121	112	1	1	1	2	111	135	2
23020	11	1121	112	1	1	1	3	111	132	2
23021	7	1210	111	1	1	1	3	111	132	1
23022	11	1121	112	1	1	1	4	111	122	2
23023	10	1122	114	1	1	1	5	111	136	2
23024	6	1110	114	1	1	1	3	111	131	1
23025	11	1210	111	1	1	1	3	111	138	1
23026	8	1122	114	1	1	1	3	120	131	2
23027	5	1110	114	1	1	1	3	111	131	1
23028	11	1140	113	1	1	1	2	111	139	4
23029	5	1210	111	1	1	1	3	112	135	1
23030	10	1122	113	1	1	1	2	111	132	2
23031	12	1121	112	1	1	1	1	111	135	2
23032	6	1131	112	1	1	1	5	111	137	1
23033	9	1122	114	2	1	2	5	111	137	2
23034	10	1121	112	1	1	1	2	120	111	2
23035	7	1122	113	1	1	1	5	111	133	2
23036	4	1110	114	1	1	1	2	112	135	1
23037	9	1140	112	1	1	1	1	111	131	1
23038	6	1121	112	1	1	1	3	111	134	2
23039	8	1122	114	1	1	1	4	111	138	2
23040	7	1140	112	1	1	1	3	111	135	1
23041	12	1131	112	1	2	3	5	111	137	1
23042	8	1210	111	1	1	3	3	111	135	1
23043	11	1121	112	1	1	1	3	111	136	2
23044	11	1122	113	1	1	1	3	111	136	2
23045	8	1122	114	1	1	1	5	111	138	2
23046	10	1122	113	1	1	1	5	111	137	2
23047	8	1122	113	1	1	3	2	111	131	2
23048	15	1121	112	1	1	1	2	111	131	2
23049	11	1121	112	1	1	1	3	120	122	2
23050	7	1121	112	1	1	1	5	120	138	2
23051	5	1210	111	1	1	1	3	112	132	1
23052	11	1122	125	1	1	1	3	111	136	2
23053	10	1122	114	1	1	1	2	111	131	2
23054	9	1210	111	1	1	1	5	111	122	1
23055	6	1121	112	1	1	1	5	111	135	2
23056	12	1131	112	1	1	1	3	111	135	4
23057	5	1210	111	2	1	1	3	112	138	1
23058	9	1140	113	1	1	3	2	111	138	1
23059	8	1122	125	1	1	1	3	111	137	2
23060	7	1122	125	1	1	1	3	111	131	2
23061	9	1122	114	1	1	1	3	111	131	2
23062	8	1131	112	2	1	1	5	111	131	4
23063	6	1122	113	1	1	1	3	111	138	2
23064	5	1131	112	1	1	1	5	112	133	1
23065	4	1110	114	1	1	1	2	112	131	1
23066	10	1110	112	1	1	1	3	111	135	1
23067	7	1122	125	1	1	1	5	111	135	2
23068	7	1210	111	1	1	1	5	111	131	1
23069	12	1121	112	1	1	1	2	111	131	2
23070	5	1131	112	1	1	1	5	111	137	1
23071	9	1122	114	1	1	1	2	111	131	2
23072	10	1131	112	1	1	1	4	111	138	4
23073	10	1132	113	1	1	3	5	111	137	1
23074	11	1121	112	1	1	1	3	120	111	2
23075	7	1122	114	1	1	1	3	111	132	2
23076	8	1210	111	1	1	1	3	111	135	4
23077	12	1140	112	1	1	1	1	111	138	4
23078	10	1121	112	1	1	1	3	111	122	2
23079	6	1110	113	1	1	1	2	120	131	1
23080	11	1121	112	1	1	3	3	111	133	2
23081	4	1110	126	1	1	1	2	112	131	1
23082	4	1110	113	1	1	1	2	111	133	1
23083	8	1122	125	1	1	1	1	111	138	2
23084	10	1122	114	1	1	1	5	111	136	2
23085	7	1122	125	1	1	1	5	111	137	2
23086	6	1131	112	1	1	1	3	111	131	1
23087	13	1131	112	1	1	1	2	111	131	3
23088	10	1121	112	1	1	1	2	111	138	2
23089	6	1131	112	1	1	1	3	111	131	1
23090	10	1122	114	1	1	3	2	111	138	2
23091	5	1131	112	1	1	1	5	111	137	1
23092	9	1122	126	1	3	3	0	111	138	2
23093	12	1210	111	1	1	1	3	111	136	1
23094	9	1131	112	1	1	1	2	111	135	1
23095	7	1210	111	2	1	1	3	111	131	4
23096	10	1122	125	1	1	1	5	111	139	2
23097	7	1132	114	1	1	1	3	111	133	1
23098	11	1122	113	1	1	1	5	111	135	2
23099	8	1122	125	1	1	1	3	111	122	2
23100	4	1110	113	1	1	1	2	112	131	1
23101	10	1122	126	1	1	1	3	111	124	2
23102	10	1122	114	1	1	1	3	111	131	2
23103	6	1132	113	1	1	3	3	111	131	1
23104	8	1121	112	1	1	1	3	111	122	2
23105	8	1140	113	1	1	1	5	111	137	3
23106	6	1122	113	1	1	1	3	120	139	2
23107	5	1131	112	1	1	1	3	111	131	1
23108	4	1210	111	1	1	1	3	112	131	1
23109	12	1121	112	1	1	1	3	111	122	2
23110	6	1210	111	1	1	1	3	111	122	2
23111	4	1110	114	1	1	1	2	112	131	1
23112	7	1210	111	1	1	1	3	111	133	1
23113	8	1122	114	1	1	1	3	111	131	2
23114	10	1122	114	1	1	1	5	111	135	2
23115	9	1122	114	1	1	1	5	111	134	2
23116	12	1121	112	1	1	1	5	111	131	2
23117	5	1210	111	2	1	1	3	112	131	1
23118	11	1122	114	1	1	1	2	111	138	2
23119	9	1122	114	1	1	1	4	111	138	2
23120	12	1121	113	1	1	1	3	120	139	2
23121	8	1122	125	1	2	2	3	111	122	2
23122	11	1210	111	1	1	2	2	111	137	1
23123	6	1121	112	1	1	1	3	111	138	2
23124	11	1122	114	1	1	1	5	111	122	2
23125	11	1122	113	1	1	1	2	111	135	2
23126	6	1210	111	1	1	1	5	111	131	1
23127	7	1122	114	1	1	3	3	111	135	2
23128	11	1122	113	1	1	1	3	120	111	2
23129	10	1122	113	1	1	1	1	111	135	2
23130	10	1122	113	1	1	1	5	111	136	2
23131	9	1122	113	1	1	1	3	111	122	2
23132	7	1140	113	1	1	1	2	111	131	4
23133	7	1122	114	1	1	1	3	111	131	2
23134	6	1131	112	1	1	1	3	111	131	1
23135	5	1110	114	1	1	1	2	111	122	1
23136	10	1122	126	1	1	1	5	111	136	2
23137	8	1122	114	1	1	1	3	111	132	2
23138	10	1122	125	1	1	1	5	111	137	2
23139	9	1131	112	1	1	1	3	111	131	1
23140	8	1131	112	1	1	1	5	111	134	1
23141	10	1122	125	1	1	1	5	111	135	2
23142	12	1122	113	1	1	1	5	120	131	2
23143	10	1122	114	1	1	1	5	111	135	2
23144	8	1122	114	1	1	1	5	111	138	2
23145	5	1110	113	1	1	1	3	111	138	1
23146	4	1110	125	1	1	1	2	112	131	1
23147	12	1121	112	1	1	1	4	111	138	2
23148	8	1132	114	1	1	1	5	111	138	1
23149	9	1122	114	1	1	1	2	111	138	2
23150	6	1121	112	1	1	1	4	111	131	2
23151	10	1122	114	1	1	1	5	111	138	2
23152	11	1121	112	1	1	1	2	111	136	2
23153	9	1122	126	1	1	2	3	111	135	2
23154	5	1131	112	1	1	1	3	111	138	1
23155	7	1122	114	1	1	1	3	111	138	2
23156	7	1122	113	1	1	1	2	111	136	2
23157	6	1210	111	1	1	1	3	111	124	1
23158	7	1131	112	1	1	1	3	120	139	1
23159	12	1121	112	1	1	1	5	111	138	2
23160	5	1131	112	1	1	1	2	112	131	1
23161	7	1122	114	1	1	1	2	111	134	2
23162	4	1110	125	1	1	1	1	112	132	1
23163	4	1110	113	1	1	1	2	112	131	1
23164	12	1121	112	1	1	1	2	111	122	2
23165	10	1122	114	1	1	1	2	111	137	2
23166	7	1210	111	1	1	1	3	111	131	1
23167	9	1122	114	1	1	1	2	111	131	2
23168	11	1122	113	1	1	1	3	111	122	2
23169	7	1131	112	1	1	1	3	111	139	1
23170	4	1110	114	1	1	1	2	112	135	1
23171	8	1122	126	1	1	1	3	120	111	2
23172	6	1131	112	1	1	1	3	111	138	1
23173	13	1121	112	1	1	1	2	111	136	2
23174	9	1121	112	1	1	1	5	111	138	2
23175	9	1210	111	1	3	3	5	111	133	1
23176	12	1121	112	1	1	1	2	111	131	2
23177	7	1122	114	2	1	1	5	111	122	2
23178	11	1121	112	1	1	1	3	111	122	2
23179	6	1210	111	1	1	1	4	111	131	1
23180	7	1122	114	1	1	1	3	111	131	2
23181	9	1210	111	1	1	1	3	111	131	1
23182	4	1110	125	1	1	1	2	112	132	1
23183	7	1122	113	1	1	1	2	111	131	2
23184	5	1131	112	1	1	1	2	111	131	1
23185	4	1110	114	1	1	1	3	111	131	1
23186	7	1210	111	1	1	1	3	111	136	1
23187	12	1121	112	1	1	1	2	111	131	2
23188	7	1122	125	1	1	1	5	111	138	2
23189	9	1122	125	1	1	1	5	111	137	2
23190	11	1122	113	1	1	1	3	111	122	2
23191	12	1210	111	1	1	3	5	111	138	4
23192	9	1122	114	1	1	1	1	111	138	2
23193	11	1121	112	1	1	1	5	111	135	2
23194	10	1122	114	1	1	1	3	111	138	2
23195	8	1122	114	1	1	1	5	111	138	2
23196	4	1110	114	1	1	1	2	112	122	1
23197	7	1132	113	1	1	1	3	111	139	4
23198	9	1122	114	1	1	1	2	111	133	2
23199	11	1121	112	1	1	1	2	111	131	2
23200	11	1121	112	1	1	1	1	111	131	2
23201	7	1210	111	1	1	1	2	111	139	1
23202	10	1122	114	1	1	1	5	120	131	2
23203	13	1131	112	1	1	1	5	120	139	1
23204	11	1122	113	1	1	1	5	111	137	2
23205	5	1110	113	1	1	1	3	112	131	1
23206	8	1122	114	1	1	1	3	111	124	2
23207	5	1110	114	1	1	1	3	111	139	1
23208	9	1122	114	1	1	1	5	111	135	2
23209	8	1122	114	1	1	1	5	111	138	2
23210	4	1110	113	1	1	1	3	111	131	1
23211	4	1110	125	1	1	1	2	112	131	1
23212	6	1122	113	1	1	1	2	111	135	2
23213	5	1110	113	1	1	1	3	111	131	1
23214	9	1122	114	1	1	1	3	111	131	2
23215	6	1110	112	1	1	1	3	111	131	1
23216	11	1122	113	1	1	1	2	111	136	2
23217	5	1110	114	1	1	1	3	112	131	1
23218	4	1110	126	1	1	1	3	111	122	1
23219	12	1121	112	1	1	1	2	111	131	2
23220	11	1121	112	1	1	1	3	111	131	2
23221	9	1121	112	1	1	1	5	111	137	2
23222	9	1122	114	1	1	1	5	111	138	2
23223	10	1121	112	1	1	1	5	111	137	2
23224	8	1132	114	1	1	1	1	111	132	4
23225	10	1122	114	1	1	1	2	111	132	2
23226	12	1121	112	1	1	1	2	111	131	2
23227	9	1122	114	1	1	1	3	111	122	2
23228	10	1122	114	1	1	1	5	111	122	2
23229	10	1210	111	1	1	1	5	111	122	1
23230	10	1132	114	1	1	1	5	111	137	3
23231	4	1110	114	1	1	1	1	112	138	1
23232	12	1122	113	1	1	1	3	111	133	2
23233	4	1110	114	1	1	1	2	112	131	1
23234	7	1122	113	1	1	1	3	111	138	2
23235	10	1140	112	1	1	1	2	120	137	4
23236	6	1131	112	1	1	1	3	111	131	1
23237	8	1122	114	1	1	1	5	111	136	2
23238	11	1122	114	1	1	2	5	111	135	2
23239	11	1122	113	1	1	1	5	111	137	2
23240	10	1122	113	1	1	1	2	111	138	2
23241	9	1122	114	1	1	1	5	111	135	2
23242	10	1132	114	1	1	1	5	111	136	1
23243	6	1110	113	2	1	1	5	111	136	1
23244	13	1121	112	1	1	1	3	120	131	2
23245	7	1131	112	1	1	1	5	111	137	1
23246	5	1110	113	1	1	1	3	112	131	1
23247	10	1122	114	1	1	1	3	111	137	2
23248	9	1122	114	1	1	1	5	111	131	2
23249	9	1122	126	1	1	1	2	111	131	2
23250	6	1122	113	1	1	1	5	111	122	2
23251	10	1122	113	1	1	3	3	111	138	2
23252	8	1122	125	1	1	1	2	111	133	2
23253	9	1122	113	1	1	1	3	111	131	2
23254	5	1110	113	1	1	1	1	111	131	1
23255	5	1140	113	1	1	3	3	112	135	1
23256	6	1210	111	1	1	1	2	120	135	1
23257	8	1132	113	1	1	1	2	111	131	4
23258	10	1122	114	1	1	1	3	111	137	2
23259	7	1122	114	1	1	1	2	111	131	2
23260	6	1121	112	1	1	1	5	111	134	2
23261	9	1122	114	1	1	1	3	111	138	2
23262	9	1132	113	1	1	1	3	111	136	4
23263	6	1210	111	1	1	1	5	111	137	1
23264	7	1210	111	1	1	3	5	111	137	1
23265	6	1121	112	1	1	1	4	111	135	2
23266	11	1121	112	1	1	1	3	111	136	2
23267	11	1121	112	1	1	1	3	120	135	2
23268	6	1122	113	1	1	1	5	111	136	2
23269	7	1122	125	1	1	1	3	111	131	2
23270	11	1131	112	1	1	1	5	111	137	4
23271	5	1110	114	1	1	1	2	111	131	1
23272	5	1210	111	1	1	1	5	112	131	1
23273	9	1122	114	1	1	1	3	111	135	2
23274	10	1121	112	1	1	1	5	111	137	2
23275	8	1131	112	1	1	1	3	111	136	1
23276	8	1122	125	1	1	1	5	111	137	2
23277	7	1121	112	1	1	1	5	111	137	2
23278	10	1210	111	1	1	1	5	111	135	1
23279	7	1122	125	1	1	1	3	111	135	2
23280	11	1210	111	1	1	1	5	111	122	1
23281	9	1122	125	1	1	1	5	111	137	2
23282	7	1131	112	1	1	1	5	111	137	1
23283	5	1110	113	1	1	1	2	111	135	1
23284	9	1132	114	1	1	1	5	111	137	1
23285	13	1121	112	1	1	1	5	111	137	2
23286	9	1122	114	1	1	1	5	111	136	2
23287	10	1122	114	1	2	2	5	111	122	2
23288	5	1210	111	1	1	1	3	112	133	1
23289	5	1110	114	1	1	1	3	111	136	1
23290	9	1122	114	1	1	1	5	111	136	2
23291	4	1110	114	1	1	1	3	111	131	1
23292	11	1122	114	1	1	1	5	111	135	2
23293	8	1122	114	1	1	1	2	111	131	2
23294	6	1210	111	1	1	1	5	111	134	1
23295	7	1122	113	1	1	1	3	111	138	2
23296	8	1122	114	1	1	1	5	111	136	2
23297	6	1210	111	1	1	1	5	111	135	1
23298	10	1122	114	1	1	1	5	111	136	2
23299	10	1122	113	1	1	1	3	111	124	2
23300	4	1110	114	1	1	1	1	111	131	1
23301	5	1110	113	2	1	1	5	111	131	1
23302	7	1132	113	1	1	1	5	111	137	1
23303	10	1122	125	1	1	1	3	111	135	2
23304	9	1121	112	1	1	1	2	111	131	2
23305	12	1121	112	1	1	1	5	111	122	2
23306	6	1122	114	1	1	1	5	111	134	2
23307	10	1122	125	1	1	1	3	111	135	2
23308	7	1121	112	1	1	1	5	111	134	2
23309	7	1131	112	1	1	1	5	120	139	1
23310	8	1131	112	1	1	1	5	111	137	1
23311	7	1122	113	1	1	1	5	111	131	2
23312	8	1122	114	1	1	1	5	111	136	2
23313	10	1122	114	1	1	1	3	111	122	2
23314	11	1121	112	1	1	1	1	111	138	2
23315	10	1122	113	1	1	1	2	111	131	2
23316	6	1110	113	1	1	1	3	111	131	1
23317	4	1110	126	1	1	1	3	112	135	1
23318	7	1122	114	1	1	1	2	111	135	2
23319	10	1121	112	1	1	1	2	111	135	2
23320	9	1131	112	1	1	1	5	111	138	4
23321	9	1122	114	1	1	1	5	111	137	2
23322	4	1110	114	1	1	1	2	112	131	1
23323	7	1132	113	1	1	2	2	111	137	1
23324	10	1122	114	1	1	1	0	111	122	2
23325	10	1122	113	1	1	1	3	111	138	2
23326	12	1122	113	1	1	1	5	120	111	2
23327	7	1122	126	1	1	1	2	111	122	2
23328	4	1110	125	1	1	1	2	112	138	1
23329	12	1122	113	1	1	1	3	111	135	2
23330	7	1131	112	1	1	1	4	111	111	1
23331	7	1122	114	1	1	1	2	111	131	2
23332	8	1122	126	1	1	1	3	120	111	2
23333	6	1110	114	1	1	1	3	120	131	1
23334	8	1131	112	1	1	1	5	111	138	1
23335	12	1131	112	1	1	1	2	111	138	4
23336	12	1121	112	1	1	1	3	111	134	2
23337	9	1122	114	1	1	1	5	111	131	2
23338	4	1110	126	1	1	1	2	112	111	1
23339	5	1210	111	1	1	1	2	111	135	1
23340	11	1122	114	1	1	1	1	111	138	2
23341	8	1121	112	1	1	1	3	111	136	2
23342	6	1131	112	1	1	1	4	111	138	1
23343	9	1122	125	1	1	1	3	120	111	2
23344	10	1122	125	1	1	1	5	120	138	2
23345	9	1122	114	1	1	1	2	120	111	2
23346	5	1110	114	2	1	1	3	112	131	1
23347	5	1110	114	1	1	1	3	112	135	1
23348	7	1210	111	1	1	1	5	111	137	1
23349	5	1131	112	1	1	1	3	112	122	1
23350	11	1131	112	1	1	1	1	111	124	3
23351	8	1132	114	1	1	1	4	111	122	1
23352	6	1121	112	1	1	1	3	111	111	2
23353	4	1110	125	1	1	1	3	112	132	1
23354	10	1122	126	1	1	1	3	111	136	2
23355	5	1110	113	1	1	1	3	111	133	1
23356	9	1122	125	1	1	1	5	111	135	2
23357	8	1122	113	1	1	1	5	111	122	2
23358	12	1210	111	1	1	1	3	111	131	4
23359	7	1122	113	1	1	1	3	111	124	2
23360	12	1210	111	1	1	3	5	111	139	1
23361	5	1210	111	1	1	1	2	111	133	1
23362	9	1131	112	1	1	3	3	111	139	1
23363	7	1122	114	1	1	1	3	111	136	2
23364	7	1122	125	1	1	1	5	111	136	2
23365	8	1122	114	1	1	3	1	111	135	2
23366	12	1121	112	1	1	1	2	120	131	2
23367	7	1210	111	1	1	1	5	111	137	1
23368	12	1121	112	1	1	1	5	111	131	2
23369	7	1122	125	1	1	1	5	111	138	2
23370	8	1121	112	1	1	1	3	111	135	2
23371	7	1131	112	1	1	1	4	111	135	1
23372	7	1122	114	1	1	1	2	111	139	2
23373	8	1122	113	1	1	3	1	111	131	2
23374	12	1122	113	1	1	1	2	120	111	2
23375	12	1122	113	1	1	1	3	111	136	2
23376	11	1122	113	1	1	1	1	111	137	2
23377	11	1121	112	1	1	1	5	111	122	2
23378	8	1121	112	1	1	1	5	111	136	2
23379	5	1110	113	1	1	1	3	111	135	1
23380	11	1122	114	1	1	1	3	111	133	2
23381	7	1122	114	1	1	2	2	111	132	2
23382	5	1110	125	1	1	1	3	111	138	1
23383	8	1122	125	1	1	1	3	120	132	2
23384	4	1110	125	1	1	1	2	112	135	1
23385	6	1122	113	1	1	1	2	111	132	2
23386	9	1122	125	1	1	1	2	111	133	2
23387	9	1122	126	1	1	1	3	111	135	2
23388	7	1121	112	1	1	1	2	111	132	2
23389	9	1122	114	1	1	1	3	111	138	2
23390	11	1122	113	1	1	1	2	111	131	2
23391	4	1110	113	1	1	1	2	112	131	1
23392	6	1122	126	1	1	3	4	111	134	2
23393	11	1121	112	1	1	1	5	111	137	2
23394	12	1122	113	1	1	1	3	111	122	2
23395	10	1122	113	1	1	1	2	111	122	2
23396	7	1122	113	1	1	1	4	111	135	2
23397	7	1122	113	1	1	1	2	111	135	2
23398	10	1122	113	1	1	1	2	111	135	2
23399	12	1121	112	1	1	1	2	111	124	2
23400	5	1110	114	1	1	1	3	111	133	1
23401	5	1110	114	1	1	3	3	111	138	1
23402	10	1131	112	1	1	1	3	111	136	4
23403	10	1210	111	1	1	1	2	111	131	4
23404	12	1121	112	1	1	1	1	111	124	2
23405	7	1121	112	1	1	1	3	111	124	2
23406	7	1122	114	1	1	1	3	111	131	2
23407	6	1121	112	1	1	1	5	112	139	2
23408	7	1122	113	1	1	1	3	111	139	2
23409	8	1122	114	1	1	1	1	111	122	2
23410	6	1140	113	1	1	3	3	111	135	2
23411	11	1122	114	1	1	1	3	111	122	2
23412	6	1210	111	1	1	1	3	111	135	1
23413	10	1122	113	1	1	1	3	111	131	2
23414	11	1121	112	1	1	1	5	111	136	2
23415	7	1122	113	1	1	1	3	120	122	2
23416	11	1121	112	1	1	1	3	111	134	2
23417	12	1210	111	1	1	3	1	111	139	4
23418	5	1110	114	1	1	1	3	111	122	1
23419	7	1210	111	1	2	2	2	111	138	1
23420	11	1122	114	1	1	1	3	111	138	2
23421	4	1110	126	1	1	1	3	112	122	1
23422	11	1121	112	1	1	1	1	111	137	2
23423	12	1122	113	1	1	1	2	111	122	2
23424	9	1131	112	1	1	1	5	111	138	1
23425	8	1122	125	1	1	1	3	111	134	2
23426	10	1122	113	1	1	1	3	111	132	2
23427	10	1122	125	1	1	1	5	111	136	2
23428	5	1210	111	1	1	1	3	111	131	1
23429	10	1122	113	1	1	1	1	111	138	2
23430	5	1110	112	1	1	1	3	111	131	1
23431	12	1121	112	1	1	1	3	111	124	2
23432	6	1122	113	1	2	2	3	111	138	2
23433	10	1122	125	1	1	1	5	111	137	2
23434	7	1140	112	1	1	1	3	111	137	1
23435	11	1122	114	1	1	1	2	111	135	2
23436	6	1122	114	1	1	1	2	120	131	2
23437	10	1122	114	1	1	1	5	111	135	2
23438	4	1110	114	1	1	1	2	111	131	1
23439	6	1122	113	1	1	1	5	111	137	2
23440	11	1122	114	1	1	1	1	111	111	2
23441	10	1122	113	1	1	1	3	111	131	2
23442	9	1122	114	1	1	1	2	111	124	2
23443	11	1121	112	1	1	1	5	111	138	2
23444	5	1210	111	2	1	1	3	112	133	1
23445	9	1122	114	1	1	1	4	111	137	2
23446	9	1122	114	1	1	1	2	120	131	2
23447	11	1132	113	1	1	2	5	111	137	4
23448	12	1121	112	1	1	1	4	111	134	2
23449	7	1131	112	1	1	1	2	111	133	1
23450	9	1122	114	1	1	1	5	111	135	2
23451	9	1122	114	1	1	1	4	111	136	2
23452	7	1122	113	1	1	1	2	111	122	2
23453	8	1210	111	1	1	1	3	111	139	1
23454	7	1122	125	1	1	1	3	111	131	2
23455	6	1121	112	1	1	1	5	111	135	2
23456	11	1121	112	1	1	3	5	111	136	2
23457	8	1122	114	1	1	1	5	111	138	2
23458	9	1122	114	1	1	1	3	111	138	2
23459	6	1110	112	1	1	1	3	111	135	1
23460	12	1122	114	1	1	1	1	111	137	2
23461	11	1121	112	1	1	3	3	111	135	2
23462	11	1210	111	1	1	1	5	111	138	1
23463	6	1122	114	1	1	1	3	120	131	2
23464	5	1110	125	1	1	1	4	111	131	1
23465	8	1210	111	1	1	1	5	111	138	1
23466	4	1110	114	1	1	1	2	112	134	1
23467	7	1121	112	1	1	1	4	111	135	2
23468	12	1121	112	1	1	1	2	111	131	2
23469	5	1132	113	1	1	1	2	111	135	1
23470	8	1140	112	1	1	1	2	111	133	1
23471	12	1122	125	1	1	1	5	111	135	2
23472	4	1110	125	1	1	1	2	111	131	1
23473	10	1122	114	1	1	1	5	111	137	2
23474	6	1131	112	1	1	1	5	111	136	1
23475	6	1131	112	1	1	1	3	111	134	1
23476	11	1122	114	1	1	1	3	120	131	2
23477	10	1122	114	1	1	1	5	111	136	2
23478	7	1121	112	1	1	1	3	111	135	2
23479	8	1122	114	1	1	1	3	111	131	2
23480	9	1122	114	1	1	1	3	120	131	2
23481	11	1140	113	1	1	1	5	120	111	3
23482	8	1122	114	1	1	1	3	111	122	2
23483	8	1122	113	1	2	2	2	111	135	2
23484	6	1210	111	1	1	1	5	111	135	1
23485	9	1122	114	1	1	1	3	111	138	2
23486	7	1122	113	1	1	1	3	120	133	2
23487	7	1122	113	1	1	1	3	111	135	2
23488	5	1121	112	1	1	1	2	111	122	2
23489	10	1122	114	1	2	2	3	111	133	2
23490	4	1110	113	1	1	1	5	112	132	1
23491	5	1131	112	1	1	1	5	111	137	1
23492	13	1121	112	1	1	1	2	120	131	2
23493	5	1210	111	1	1	1	5	111	135	1
23494	10	1122	125	1	1	1	4	111	122	2
23495	9	1110	113	1	1	1	2	111	122	1
23496	4	1110	113	1	1	1	2	111	132	1
23497	11	1122	114	1	1	1	2	111	122	2
23498	12	1122	113	1	1	1	4	111	136	2
23499	9	1122	125	1	1	1	5	111	122	2
23500	11	1122	114	1	1	1	3	111	136	2
23501	5	1210	111	1	1	1	5	111	131	1
23502	9	1122	114	1	1	1	1	111	122	2
23503	12	1121	113	1	1	1	5	111	137	2
23504	5	1110	113	1	1	1	3	112	131	1
23505	9	1122	114	1	1	1	3	111	133	2
23506	12	1121	112	1	1	1	3	111	131	2
23507	7	1131	112	2	1	1	5	111	122	1
23508	7	1210	111	1	1	1	3	111	111	1
23509	7	1210	111	1	1	1	3	111	131	1
23510	9	1210	111	1	1	1	2	111	131	4
23511	11	1122	113	1	1	1	2	120	131	2
23512	7	1122	113	1	1	1	5	120	111	2
23513	12	1121	112	1	1	1	5	111	138	2
23514	6	1110	113	1	1	1	3	111	131	1
23515	5	1131	112	1	1	1	1	111	135	1
23516	10	1122	113	1	1	1	2	120	131	2
23517	9	1122	125	1	1	1	3	120	111	2
23518	10	1122	114	1	1	1	3	111	133	2
23519	11	1122	113	1	1	1	3	120	122	2
23520	8	1110	113	1	1	1	1	120	111	1
23521	7	1131	112	1	1	1	5	111	136	1
23522	11	1122	114	1	1	1	5	111	137	2
23523	7	1131	112	1	1	1	5	111	122	1
23524	7	1122	125	1	1	1	5	120	135	2
23525	6	1131	112	1	1	1	3	120	131	1
23526	12	1121	112	1	1	1	2	111	131	2
23527	8	1121	112	1	1	1	3	111	136	2
23528	12	1121	112	1	1	1	2	111	133	2
23529	5	1110	112	1	1	1	3	112	131	1
23530	10	1140	112	1	1	1	2	111	135	4
23531	12	1121	112	1	1	1	3	111	138	2
23532	8	1122	114	1	1	1	3	111	134	2
23533	8	1140	113	1	1	1	3	111	138	4
23534	10	1140	112	1	1	3	0	111	132	3
23535	9	1122	125	1	1	1	3	111	131	2
23536	8	1131	112	1	1	1	5	111	138	1
23537	6	1121	112	1	1	1	3	111	134	2
23538	8	1122	125	1	1	1	3	111	138	2
23539	4	1110	126	1	1	1	3	112	139	1
23540	10	1132	114	1	1	1	5	111	138	1
23541	10	1122	125	1	1	1	5	111	138	2
23542	9	1122	126	1	1	1	5	111	137	2
23543	8	1122	125	1	1	1	2	111	122	2
23544	7	1132	113	1	1	1	4	111	136	1
23545	5	1210	111	1	1	1	5	111	134	1
23546	8	1122	125	1	1	1	1	111	135	2
23547	7	1122	113	1	1	1	5	111	122	2
23548	12	1122	113	1	1	1	5	111	138	2
23549	9	1122	125	1	1	2	2	111	135	2
23550	9	1122	114	1	1	1	5	111	137	2
23551	9	1210	111	1	1	1	3	111	138	1
23552	7	1122	114	1	1	1	5	111	135	2
23553	12	1131	112	1	1	1	2	111	124	3
23554	9	1122	114	1	1	1	3	111	131	2
23555	10	1122	126	1	1	1	3	111	135	2
23556	7	1132	114	1	1	1	3	111	135	1
23557	9	1121	112	1	1	1	3	111	131	2
23558	7	1210	111	1	1	3	1	111	138	1
23559	6	1132	113	1	1	1	3	111	131	1
23560	9	1122	113	1	1	1	5	111	135	2
23561	8	1122	126	1	1	1	5	111	135	2
23562	5	1131	112	1	1	1	3	111	131	1
23563	4	1110	125	1	1	1	3	112	131	1
23564	8	1131	112	1	1	1	5	111	134	1
23565	10	1121	112	1	1	1	2	111	132	2
23566	10	1122	125	1	1	1	2	120	131	2
23567	9	1122	114	1	1	1	2	111	133	2
23568	11	1122	114	1	1	1	1	111	136	2
23569	5	1210	111	2	1	1	3	111	133	1
23570	4	1110	114	1	1	1	3	112	131	1
23571	4	1110	125	1	1	1	2	112	131	1
23572	7	1121	112	1	1	1	5	111	122	2
23573	6	1210	111	1	1	1	2	111	132	1
23574	10	1122	114	1	1	1	2	111	131	2
23575	9	1210	111	1	1	1	3	111	122	1
23576	12	1122	113	1	1	1	5	111	138	2
23577	6	1122	113	1	1	1	2	111	122	2
23578	7	1131	112	1	1	1	3	111	131	1
23579	9	1131	112	1	1	1	5	111	138	1
